Timestamp,speed_kmph,accel_x,accel_y,brake_pressure,steering_angle,throttle,lane_deviation,phone_usage,headway_distance,reaction_time,behavior_label
0.13,57.70735798,0.5817462412,-0.006619706411,23.39247113,-0.05046581756,43.11441237,0.1023989279,0,49.41499308,0.7466344254,Safe
0.14,59.00051779,0.2788371794,0.05909064708,18.42896757,7.902890317,49.74699955,0.3588563347,0,34.34605964,0.7031759066,Safe
0.15,50.9227389,0.7938749421,0.4571046899,32.22762373,9.832149318,49.43355771,1.07619197,1,22.41368521,1.375130403,Distracted
0.16,93.28896466,1,-0.1139327051,76.14069666,5.750928824,89.20406979,0.3291091162,0,19.14555015,0.570984517,Aggressive
0.17,63.55995532,0.3710088906,0.09492878583,5.592427644,5.359202543,23.89414482,0.2338050215,0,34.61039538,0.9080522951,Safe
0.18,35.84792087,-0.1922452322,0.1629163834,45.39853493,-13.29188981,33.34970426,0.6165505554,1,17.86724415,1.883902659,Distracted
0.19,64.64462668,1,0.5883196524,95.56912497,-1.960197707,86.60475125,0.2964668641,0,10.34352711,0.5212968221,Aggressive
0.2,57.48149213,0.3771619164,0.01735327188,9.607940886,2.093211587,37.66926304,0.254317519,0,31.87397776,0.9813965583,Safe
0.21,50.41396768,0.2547646144,0.0729418634,36.96975098,0.08552453276,57.88408851,1.271788782,1,22.29396725,1.550896463,Distracted
0.22,47.08330788,0.5061569612,0.2168779999,40.02322863,-3.650556396,49.20756807,0.6512255517,1,21.22974914,1.442564173,Distracted
0.23,56.57424147,0.4008795635,0.07310219923,11.52949492,-6.915624989,45.84523662,0.3429573361,0,28.92356816,0.8229353181,Safe
0.24,46.91801016,1,0.3092917084,20.01539573,10.352087,53.17113899,1.565291588,1,27.87139061,1.950059143,Distracted
0.25,60.63666799,0.6046064294,0.2333972379,38.34605065,-4.720600926,68.10830916,1.143647684,1,17.42916081,1.989619635,Distracted
0.26,59.11440815,1,1.067039902,66.49754105,17.27802304,72.22033799,0.8727023196,0,11.09630216,0.4615099719,Aggressive
0.27,54.95487704,1,0.2643018071,50.97185614,-0.3331347675,51.5347599,1.736797887,1,25.8378864,1.825494987,Distracted
0.28,54.86992062,0.4672350921,0.1757615587,18.53426845,-1.226459435,49.68133737,0.272811573,0,28.74532165,0.8931795046,Safe
0.29,28.07109926,0.456063915,0.2670129016,36.99275361,16.86910995,44.52554628,0.8281705768,1,20.88829082,1.78039259,Distracted
0.3,66.87457473,0.605222242,0.1392034488,20.711886,-3.891469906,32.92488192,0.2425915243,0,46.16824104,0.8334550183,Safe
0.31,64.9914722,1,0.4600646563,62.50067167,-17.61760998,91.08742623,0.08035238529,0,8.978644755,0.5580869566,Aggressive
0.32,46.06843322,0.5352338039,0.5939459148,41.00177081,-6.562234238,33.76549501,1.161364344,1,10.93578174,1.581674584,Distracted
0.33,44.44356175,0.4193652669,0.07764799568,3.721199594,-0.9308729256,35.7241502,0.1632805201,0,29.32377219,0.9912577816,Safe
0.34,68.9403834,1,0.5630570383,92.68199763,-20.72385499,77.0450191,0.6269477086,0,6.524163083,0.5783338619,Aggressive
0.35,83.18368963,1,1.057728147,43.72813322,3.433311858,98.82579109,0.1584256733,0,11.15554217,0.491702264,Aggressive
0.36,89.93402052,1,1.368352811,50.32436455,-16.71443174,83.14725257,0.5154168431,0,19.86593947,0.5784840843,Aggressive
0.37,82.86267827,1,-0.4676937353,93.38002598,-9.193970501,79.88420725,0.5456355356,0,11.71775109,0.4284730875,Aggressive
0.38,71.9665949,1,0.2376840099,63.42372394,-0.3811851618,60.61293095,0.8242979778,0,12.63536256,0.4552807309,Aggressive
0.39,44.72575281,1,0.324087386,45.46078913,4.609156736,41.18590923,1.303836134,1,18.69601579,1.883498358,Distracted
0.4,37.68873182,0.5867195876,0.005888291874,35.96792191,-8.317729942,44.29031584,0.725861494,1,11.51107741,1.258305226,Distracted
0.41,51.27479279,1,-0.03392512234,69.14111212,-11.56424053,72.54842967,0.613081046,0,14.99277573,0.643327306,Aggressive
0.42,53.41977117,0.925583615,0.06275636074,13.47977177,-0.6551021202,36.34505464,0.08201283195,0,48.76874015,0.8099617163,Safe
0.43,49.70174741,0.3436271129,0.06002901402,21.10321325,-3.652643201,36.26581038,0.3322080361,0,45.24364242,0.9588305904,Safe
0.44,64.45981253,0.6214625161,0.02262344873,5.699854505,2.651893459,20.27002118,0.2522479823,0,44.20706499,0.7223206173,Safe
0.45,48.35644475,0.6045028211,0.120919911,23.80554464,7.007992965,21.27266895,0.2650450093,0,32.41399781,0.9143272492,Safe
0.46,73.19620775,0.8849036336,0.7507270625,45.86444388,-1.56025158,38.49449238,0.7493351315,1,15.67619119,1.802921863,Distracted
0.47,57.7984002,0.2991890806,0.09522678765,2.056808107,-8.881231667,33.78752172,0.2915390276,0,26.42446817,0.8255821825,Safe
0.48,40.54185253,0.6436795904,0.2459018779,45.13331668,-10.80233023,54.69763996,1.035168833,1,27.11974484,1.371031753,Distracted
0.49,69.33012536,1,0.3512616864,38.75757016,-6.027704389,43.01897371,0.8624081846,1,16.31708233,1.671224111,Distracted
0.5,64.11014502,0.4944814086,0.08350175471,8.221303855,4.666774876,41.88803343,0.0902328117,0,43.40590164,0.7952225571,Safe
0.51,66.51031674,1,1.327372695,77.63620858,-34.10013928,92.02657526,0.5145948906,0,16.55047881,0.6736175195,Aggressive
0.52,66.96604431,1,0.282230066,99.56338971,-16.93624043,85.16935893,0.5859854192,0,17.41105526,0.406341166,Aggressive
0.53,63.94955266,1,0.8738443842,78.18221865,-19.33363454,95.11354391,0.5632756361,0,10.84725044,0.6811887094,Aggressive
0.54,91.52457855,1,-0.3239562912,96.55112512,34.92626422,71.11519293,0.8877040808,0,13.43790712,0.6813386758,Aggressive
0.55,54.08517556,0.4161255626,0.1068270476,9.349910156,-7.750208518,47.3329711,0.2329568349,0,48.07591493,0.9563526674,Safe
0.56,54.58724117,0.2270916507,0.1442403724,23.67865016,-7.567984545,38.49798476,0.04651931375,0,39.22434291,0.7871309714,Safe
0.57,48.54227458,0.4884267682,0.05976240931,6.816699757,7.791474784,20.1013654,0.2790391077,0,34.87601339,0.8692653931,Safe
0.58,62.74260819,0.6987564429,0.1686957193,19.56864186,0.857547741,24.6755461,0.2390940598,0,31.08606542,0.9526581193,Safe
0.59,62.58882584,1,0.1912044665,58.23201615,-5.265959479,60.27782821,1.048963218,1,25.59771992,1.366449293,Distracted
0.6,56.56129362,0.8612068417,0.08180634311,24.82678361,1.774783895,45.28567719,0.04220265032,0,25.42187261,0.7610524986,Safe
0.61,48.12432221,0.6358746341,0.08476660831,12.50370208,3.102504495,32.67055618,0.1540394701,0,29.82336091,0.7611659426,Safe
0.62,37.04161589,0.9755476701,0.6660993498,34.32366229,-17.98973228,37.19390003,0.8748291987,1,22.70019221,1.972296393,Distracted
0.63,83.35295144,1,0.2382072875,51.3045349,-2.616642222,67.8087404,0.3499608945,0,15.39349202,0.5426406136,Aggressive
0.64,55.26908901,0.6173020807,0.2647618348,27.13606527,-0.8145624588,51.47690451,1.07713578,1,26.04807703,1.211794181,Distracted
0.65,65.93935677,1,0.163272862,82.41429289,-26.41116844,63.04350458,0.5055797729,0,13.67799215,0.5162369451,Aggressive
0.66,73.62784922,1,0.8182669555,62.95783431,-11.51565234,62.66636022,0.5679931155,0,17.40282902,0.5146680788,Aggressive
0.67,51.94246615,0.4971811127,0.6593144608,48.48086013,-3.105148427,45.62394681,0.9247528246,1,22.24056102,1.877672003,Distracted
0.68,58.78572167,0.7204390638,0.06744118531,23.75561514,1.211221162,23.2080819,0.01121377628,0,35.74629946,0.8830549033,Safe
0.69,67.51840985,1,0.8909899927,92.64728659,-1.467957664,75.72221943,0.5020874025,0,5.81945734,0.4042452287,Aggressive
0.7,64.65841449,1,0.3582135827,24.69381533,2.618402526,42.32679525,1.106367795,1,13.63174429,1.296292778,Distracted
0.71,73.57759125,1,0.5777019407,58.74014309,31.53349343,62.20192607,0.15783462,0,17.90027186,0.4513874515,Aggressive
0.72,58.55429533,1,0.7994094265,67.5119288,-20.76167488,92.71898631,0.5022857034,0,7.982602834,0.4617529163,Aggressive
0.73,81.81380692,1,0.3155475986,69.31837768,-1.787113892,83.46132535,0.1894661369,0,15.76508315,0.6049360278,Aggressive
0.74,65.64822021,1,0.8125036142,72.18175727,-11.23002483,79.99582541,0.6201150127,0,7.712437206,0.4160598999,Aggressive
0.75,22.73935444,0.6802086751,0.6293206526,25.73302,-0.5684051611,68.05482619,0.687769233,1,18.52402876,1.532463985,Distracted
0.76,57.63476644,0.2119532976,0.1443888998,41.90586007,-1.160939865,32.3501083,1.171453272,1,21.90192289,1.654424146,Distracted
0.77,52.53806966,0.8676657145,0.2553284963,34.65321654,4.747400347,53.17365471,1.107742141,1,19.57935841,1.488657075,Distracted
0.78,40.92038459,0.5414242554,0.1093023856,14.24321673,3.918910204,43.56764252,0.4004698609,0,38.77501214,0.7333230894,Safe
0.79,44.65114806,0.4007823376,0.824648314,39.52914468,18.29769923,54.59686849,1.262323141,1,15.79576165,1.674539849,Distracted
0.8,62.97533407,1,0.740044275,45.29959904,8.569585057,60.46076583,0.559888776,0,15.0946096,0.6990571753,Aggressive
0.81,66.46900016,0.5382901432,0.1331084377,16.72250264,-7.493177486,39.65074089,0.0001655032855,0,45.89810183,0.9275337871,Safe
0.82,55.1153325,0.5097696786,0.06666774035,4.775886944,4.10553377,37.57281075,0.4085327801,0,32.5613845,0.8919530519,Safe
0.83,59.35610578,0.5227987179,0.06618692447,13.51200956,1.200249142,47.28460808,0.2097284665,0,42.12486807,0.9107934161,Safe
0.84,76.54891725,1,0.8791227818,65.47422272,9.329676364,75.67056908,0.6151794187,0,6.028180654,0.6348921709,Aggressive
0.85,67.01147821,1,0.7701268921,85.02629562,7.812887486,66.86977051,0.6712008281,0,11.65405737,0.4726487359,Aggressive
0.86,99.43151227,1,0.4799675585,61.23647503,-20.42222869,97.99728164,0.6315070659,0,12.98120851,0.428849395,Aggressive
0.87,58.33887909,1,0.6431750782,42.68486221,-2.580641052,67.2190039,0.687468242,0,6.619045076,0.6941183785,Aggressive
0.88,96.56746269,1,-0.1527642577,72.18483799,-4.785192267,80.9029742,0.3857759158,0,17.74064906,0.6372992572,Aggressive
0.89,59.06737122,1,0.3600212644,35.69799693,2.564023229,66.18942622,1.293841797,1,20.78797602,1.941054989,Distracted
0.9,38.2926008,0.9282312894,0.8322478831,32.46000323,21.48654225,41.54646558,0.8368966429,1,11.83764223,1.629923565,Distracted
0.91,63.82579164,1,0.3700281074,64.38605468,12.67241773,71.02252655,0.42191137,0,19.67798731,0.580225591,Aggressive
0.92,42.32667401,0.7870685074,0.5490320455,35.13656063,3.93889102,41.10750926,1.063276135,1,24.53786115,1.481472182,Distracted
0.93,41.08183762,0.4858348858,0.09107045271,3.226660696,5.460201285,35.66236749,0.04462655458,0,28.54954706,0.7427484481,Safe
0.94,75.35952484,1,0.664904854,61.63212136,19.21075572,87.7442646,0.4269929998,0,8.792921401,0.4424189362,Aggressive
0.95,71.86571373,1,0.4858418739,94.0068048,-22.43317968,72.22856861,0.4416389103,0,11.07386036,0.6941774092,Aggressive
0.96,58.43472658,0.5759279297,0.07219406266,10.04690678,-0.6503014678,40.21268689,0.3614778791,0,33.92456074,0.8904232423,Safe
0.97,34.56284964,0.7861069545,0.6368905849,32.63455067,-0.6627667201,31.23474805,1.132622777,1,10.41081405,1.997556835,Distracted
0.98,53.77391704,1,0.6023773128,92.51915325,-7.729380844,68.80646494,0.4852285348,0,5.849882197,0.6140345499,Aggressive
0.99,47.29206735,0.5023254126,0.1300763657,23.02219363,19.78817403,50.06012881,0.5960085114,1,10.25195169,1.246268219,Distracted
1,51.62939719,0.148878528,0.3659244165,45.6166304,-6.78005972,42.43873885,1.408805025,1,15.45397824,1.580582093,Distracted
1.01,54.94745179,1,0.5388356852,49.08453073,2.490459158,75.32118034,0.2587886499,0,18.54215703,0.4486751234,Aggressive
1.02,59.27741577,0.4898664804,0.1181989993,11.39472193,-0.3988110595,29.10047708,0.08404045574,0,49.85950169,0.7554543893,Safe
1.03,47.2985813,0.3735251811,0.1879316108,23.44733875,3.858623541,21.80888373,0.1743095029,0,46.22974267,0.7909852617,Safe
1.04,84.74544759,1,0.834047917,61.36829705,26.39341617,60.79543942,0.4439764687,0,11.92746512,0.6005427377,Aggressive
1.05,44.02446699,0.7110512546,0.06721462883,11.99230922,4.385154475,33.87651131,0.086009528,0,31.70406099,0.7321688932,Safe
1.06,68.48879215,0.5751259238,-0.002201413898,20.55371698,6.740605885,20.6788985,0.298866621,0,27.12820546,0.7622356013,Safe
1.07,81.9764141,1,0.9349000544,77.23132556,1.207036017,91.96488715,0.4631847883,0,10.90559138,0.6527793088,Aggressive
1.08,60.13406051,0.8432569034,0.2416200496,48.04154644,18.23598629,58.5356313,0.3488262659,1,10.72795034,1.74123423,Distracted
1.09,65.14177076,1,0.3910311321,82.04829134,-7.843212646,68.71963589,0.4016298057,0,9.710973721,0.6048013994,Aggressive
1.1,54.68443617,0.6706690842,0.1099308218,23.25755554,6.072854164,35.2525256,0.2365683554,0,45.00679483,0.8194032204,Safe
1.11,56.72769421,0.2896876378,0.07057462956,11.86469098,6.228546221,36.97232291,0.04591534845,0,35.77135966,0.9302231663,Safe
1.12,57.59157918,1,0.4699701481,51.94152683,6.393341372,44.80538769,0.1346196912,1,11.5934665,1.23781103,Distracted
1.13,39.38558899,0.4628975947,0.1705702647,26.72770411,-17.06460155,62.04420362,0.5607027377,1,25.76182253,1.593932076,Distracted
1.14,43.89905783,0.2749192738,0.4541813284,41.15604913,0.7951064376,62.3734515,1.591217224,1,23.66679201,1.671362222,Distracted
1.15,32.31016759,0.5241630941,0.06880002314,5.053554006,6.402943258,32.23536963,0.1714020476,0,47.88588918,0.9527616401,Safe
1.16,60.19239532,-0.2660322464,0.6624761181,52.4270665,-26.44616384,37.30821045,1.175694964,1,18.87895792,1.273973865,Distracted
1.17,72.13958564,1,0.0875418011,45.12542922,22.71314838,68.95254521,0.2402168956,0,7.253960727,0.5316997749,Aggressive
1.18,48.32881052,0.6096331118,0.03841401487,19.26571489,1.66012301,37.29126953,0.2540362717,0,41.83148268,0.8455334388,Safe
1.19,65.6039214,1,0.690651818,72.52411955,-20.73135194,85.04282166,0.8677871355,0,16.81722008,0.5469556239,Aggressive
1.2,54.07064079,1,0.04189385257,84.17174274,-10.50667879,95.20300859,0.4632203246,0,11.40236456,0.5575234791,Aggressive
1.21,41.83288691,1,0.2003481484,41.46197794,-10.89152912,43.49732141,0.9301600892,1,14.18502108,1.957761264,Distracted
1.22,44.10332118,0.4394331112,0.1285370991,20.66230218,-3.964676898,47.63434926,0.1555568116,0,33.92668023,0.8324671242,Safe
1.23,57.13234241,0.4207786455,0.1478559385,21.38787319,1.659037094,30.33869974,0.3101025162,0,39.78013488,0.9717694212,Safe
1.24,76.25128086,1,0.5256414687,48.73478757,-2.36100011,66.29524762,0.2364497488,0,9.587495429,0.5796051694,Aggressive
1.25,44.67705294,0.7407749484,0.1265849367,5.410924266,0.09036736712,34.98606193,0.1022524667,0,26.08805222,0.7040379859,Safe
1.26,66.76880283,0.2243772197,0.07038237837,17.58723915,-0.4778083464,36.57524481,0.06295690988,0,40.60858037,0.7825592339,Safe
1.27,53.10484118,0.5568836823,0.05734943457,11.99809515,-10.01671989,24.26987931,0.1750980256,0,30.9855272,0.8107258148,Safe
1.28,56.29813905,1,0.4224635447,34.41559053,-7.606068934,49.8897278,1.487421723,1,19.79013511,1.837339215,Distracted
1.29,62.08892173,1,0.49228109,41.55066981,-15.83371039,78.057452,0.3991235939,0,14.94574327,0.5128385296,Aggressive
1.3,36.94911935,1,0.2238761419,51.28841782,-4.919107015,32.99031503,1.612599388,1,15.99486341,1.898098765,Distracted
1.31,56.1510815,0.2684677089,0.7405192027,46.38579535,13.9768594,47.37955856,0.7710992981,1,29.70032311,1.23878985,Distracted
1.32,58.28000492,0.25655227,0.1362475177,15.77588431,8.502635936,34.78845867,0.124838037,0,32.71367743,0.743745754,Safe
1.33,47.85207526,0.9918066225,0.587243756,30.32058958,2.145827865,55.94508122,0.9731337584,1,26.13702478,1.209329783,Distracted
1.34,70.65800914,1,0.4538936532,60.18214343,15.36721824,99.03103865,0.1961617936,0,19.36961086,0.4182334508,Aggressive
1.35,49.09705039,0.7687107019,0.4348480459,27.32216601,25.76122733,45.07919967,0.7280760603,1,28.56988274,1.5159482,Distracted
1.36,60.52657852,0.487283321,0.04903192565,8.925466102,1.5483153,49.5048855,0.1858641823,0,45.62254019,0.7227994732,Safe
1.37,61.52680697,1,0.1264113368,59.69979969,-17.62550428,64.15230814,1.581801734,1,18.99339756,1.925699231,Distracted
1.38,68.32453316,1,0.844679297,87.16329292,2.883352717,95.49460248,0.5257056651,0,13.28485399,0.5198836748,Aggressive
1.39,38.16591957,0.4503346,0.4117419786,23.54254638,15.97134087,67.54569543,1.067809682,1,24.50519933,1.626481178,Distracted
1.4,51.47789245,0.56917023,0.4363477341,53.98817082,12.39747214,34.68899758,0.6595626632,1,26.74118644,1.367914221,Distracted
1.41,60.33175081,0.7653108183,0.7379800303,29.52432822,-3.27348027,64.09611191,1.226076903,1,20.61564582,1.468271734,Distracted
1.42,45.99118834,0.537252799,0.3139419808,42.41113875,0.3774209538,43.61915606,1.388289275,1,12.87361277,1.279032985,Distracted
1.43,61.4966487,1,1.124748532,91.27315161,-8.538150124,92.17796675,0.4070633469,0,17.1039177,0.6185578051,Aggressive
1.44,93.78724937,1,0.3035491407,64.90169425,5.979380653,93.14369773,0.4968020134,0,12.86763879,0.6650760366,Aggressive
1.45,21.50926289,0.979501796,0.2288181561,56.4979898,-2.660716415,68.97681748,0.9195306068,1,26.77954117,1.345808481,Distracted
1.46,52.33213511,0.7170831512,0.08507209853,16.3628907,5.256845145,21.23580522,0.2548671989,0,44.86277237,0.7589046526,Safe
1.47,55.67911336,0.1547533474,0.247397388,24.61897385,1.424972071,31.4680653,0.2771782286,1,14.89776753,1.649337133,Distracted
1.48,89.24753817,1,0.6051692857,53.5271896,-4.188238496,83.36402855,0.2506444112,0,8.236938919,0.5362974147,Aggressive
1.49,60.52556028,0.2628151589,0.1697911342,4.054322978,-4.942819135,45.86031561,0.2930758376,0,43.1557392,0.967717976,Safe
1.5,59.87989859,1,0.2401996785,71.5020515,-8.117012187,94.80674351,0.5213300252,0,5.419330524,0.6181184886,Aggressive
1.51,60.5908822,0.8082533088,0.5835465746,47.57637927,9.029905033,59.55647219,0.8285106055,1,26.24600238,1.70686752,Distracted
1.52,61.00593434,-0.006867238361,0.09998822575,6.32949082,3.156086888,42.76239865,0.3039090422,0,26.42104972,0.7996533931,Safe
1.53,57.82003975,0.3859297267,0.008969834973,12.32048961,1.350286792,28.99826209,0.06316849612,0,29.11013823,0.7349749224,Safe
1.54,103.0480011,1,0.534472725,46.91178569,-0.3761221399,74.0785003,0.3193659022,0,9.598653463,0.513628005,Aggressive
1.55,47.83582924,0.9622490668,0.1847267392,23.34632556,-3.075398176,44.16604814,1.013297427,1,16.6554426,1.319828627,Distracted
1.56,64.87849413,0.8581723293,0.5118862455,30.53069503,4.743778355,46.23392834,0.9733970491,1,19.11732778,1.792324907,Distracted
1.57,81.16665033,1,-0.05065518584,84.65578283,17.56564603,64.37745738,0.5196737092,0,6.319678446,0.4387709472,Aggressive
1.58,53.18203187,0.628354217,0.03091276126,19.47268283,7.302103068,45.63210195,0.2324010775,0,29.34725149,0.7919022477,Safe
1.59,80.02945404,1,0.8171909122,47.93899042,4.811693774,98.85645566,0.5587329941,0,5.41800524,0.5072167415,Aggressive
1.6,29.67316462,0.824202637,0.1165067591,21.44415721,0.07782528531,40.96749961,0.9204830484,1,29.58491204,1.235084178,Distracted
1.61,74.3694497,1,0.09593042924,88.85036218,8.170091894,84.70902239,0.6140111689,0,11.23684121,0.6840633851,Aggressive
1.62,57.08736205,0.5062120945,0.01759682236,14.07351654,3.287064366,49.54085698,0.1351950478,0,33.57906546,0.7896054883,Safe
1.63,67.3152277,0.6382486566,0.07454136207,24.21840043,2.120018348,26.88287265,0.1353199377,0,26.08118608,0.9429172374,Safe
1.64,59.06886699,0.413938136,0.02579716675,3.344453625,-1.042341053,48.59921503,0.3206608155,0,38.62002713,0.7376930477,Safe
1.65,64.9744099,1,0.2996193708,79.90864002,17.67297459,81.89671358,0.5351067676,0,7.385385625,0.6976911137,Aggressive
1.66,60.36673879,0.6364057266,0.0520572041,19.33352239,1.061957112,24.65987429,0.2586191383,0,39.15126401,0.8032434528,Safe
1.67,67.81383233,1,0.4059891523,57.05486889,2.415326553,79.26210551,0.7796429704,0,8.474539157,0.6776974016,Aggressive
1.68,77.67090926,1,-0.2356085277,41.96944371,15.28128408,61.13449384,0.4721622312,0,17.42153371,0.6515642311,Aggressive
1.69,41.6993217,0.6378805018,0.3950927581,32.22818319,-12.41874336,60.09062717,1.213750607,1,17.7951303,1.518385277,Distracted
1.7,46.69803537,0.4172556485,0.3011640083,57.38841066,-7.493787761,55.34530069,1.552858839,1,17.61917035,1.928904881,Distracted
1.71,40.47167246,0.5708778478,0.3735835475,35.93197639,1.105834027,47.539209,0.8173118902,1,22.83369374,1.236727487,Distracted
1.72,57.91540862,0.8338493885,0.05578619818,22.39709593,-2.436104708,37.86366448,0.2179429521,0,30.49942702,0.8012646439,Safe
1.73,81.68353692,1,0.3692215351,47.96017431,4.73096501,94.79383994,0.008862623695,0,16.7435684,0.5425289387,Aggressive
1.74,64.57119957,0.6424922805,0.1022464244,18.88385958,2.36815949,25.77093616,0.2477673147,0,48.09838576,0.870286581,Safe
1.75,41.33586724,0.3603108221,0.4306321465,36.63389488,15.337881,43.18771316,0.890564335,1,10.76958114,1.480293362,Distracted
1.76,46.751287,1,0.313955496,39.46743478,17.67038489,59.89294383,0.8802676137,1,18.44439876,1.483435547,Distracted
1.77,61.41192486,1,1.078162877,81.11426098,-3.651603053,95.3239532,0.4883640161,0,8.859032762,0.6320053768,Aggressive
1.78,77.55966067,1,0.81078783,99.14150675,15.72198642,79.26133751,0.2925099025,0,14.8671826,0.5617486969,Aggressive
1.79,76.45785398,1,0.5159938787,56.98371188,27.74405657,72.10598061,0.7021951511,0,18.63682636,0.6356341252,Aggressive
1.8,64.93209996,1,0.02003669605,28.79903181,28.65483441,57.16449628,0.73307411,1,21.68320035,1.796260832,Distracted
1.81,88.58742056,1,0.819787985,54.41410552,35.74856313,93.49019756,0.1264454366,0,7.221900202,0.5978134669,Aggressive
1.82,22.75209678,1,0.0733602144,20.28246369,11.10611311,61.46706341,1.322551993,1,20.46526839,1.412276573,Distracted
1.83,61.05843379,0.6210266032,0.08598586435,14.62749746,1.527619831,49.80082565,0.1776112745,0,27.16696403,0.9586754885,Safe
1.84,50.04859907,0.6770042338,0.1166786076,23.05967883,1.740133658,41.73695955,0.1934311268,0,39.58189378,0.9079837998,Safe
1.85,62.3066353,0.4412619548,0.1486093535,12.60496746,-1.783899146,26.24021292,0.0494066005,0,28.6788783,0.7259588114,Safe
1.86,62.43981789,0.6542704073,0.1459208595,49.43820895,-5.061177084,44.56848541,1.344209138,1,15.16165019,1.373396725,Distracted
1.87,65.58384456,0.406238935,0.08206926999,5.978884973,4.554770015,48.01872944,0.2404327726,0,28.59963984,0.9094625489,Safe
1.88,57.66776681,0.5986299925,0.05939284199,17.22823795,7.579087572,44.07775955,0.1960539198,0,36.05449142,0.8953464659,Safe
1.89,71.87366472,1,0.8099891493,44.55947205,-5.401447818,87.87239315,0.3741885737,0,6.513331027,0.5888825426,Aggressive
1.9,58.59326959,0.5694586526,0.1123756713,1.73885935,10.59260499,45.04707391,0.4272373037,0,41.54578504,0.9009147369,Safe
1.91,51.91973625,0.4276915102,0.7638045846,55.55079636,-23.12424187,60.48111338,0.6792279874,1,15.20748498,1.951606116,Distracted
1.92,41.08475591,0.8469290195,0.7962912945,28.24106427,-5.948023224,59.23227867,0.8082691727,1,10.47680815,1.809517777,Distracted
1.93,63.97827747,0.314659829,0.05519417478,20.37256378,4.903306238,29.84029625,0.1507728017,0,38.7671996,0.7692534828,Safe
1.94,60.7227776,0.2050485953,0.1265315802,13.77918232,10.20672273,37.09524823,0.3424686237,0,34.48146558,0.7630734777,Safe
1.95,46.36125853,1,0.4902992105,58.00762202,-0.400075318,62.76198694,0.7905466726,1,20.88355411,1.614877943,Distracted
1.96,45.87438679,1,-0.02271107561,38.62582034,-2.226075862,49.7292917,0.9621155171,1,19.62443671,1.80888926,Distracted
1.97,53.11302828,0.7097588879,0.1154695221,9.546793806,8.06155764,44.29629245,0.02048708034,0,27.73994676,0.9686335941,Safe
1.98,85.11382379,1,0.5635602397,48.00334512,-1.952883728,75.8082243,0.4067617116,0,10.73646621,0.4430130584,Aggressive
1.99,73.39971071,1,0.6009258029,78.6834159,9.477436524,70.53109011,0.7536168178,0,17.81116837,0.495002241,Aggressive
2,70.26547689,1,0.4549421962,46.02585308,-0.460446962,55.03720217,0.6329812387,1,26.40889925,1.488650005,Distracted
2.01,62.96065228,1,0.4713484572,53.60499131,-3.603753901,48.38895033,0.5091107901,1,28.1780372,1.507158047,Distracted
2.02,44.80118743,0.5303638185,0.0312339659,24.56544384,-10.00862741,45.47857496,0.2532372011,0,43.38711015,0.9710205565,Safe
2.03,32.20331172,1,0.1350617121,52.35402899,14.88306643,51.55307305,0.4336237921,1,17.7589806,1.396853654,Distracted
2.04,45.4529695,0.4608813526,0.1704522983,4.995523009,-2.057112348,26.31386651,0.2373256924,0,34.1503348,0.9641044588,Safe
2.05,54.31078975,0.3556304639,0.3650026577,50.13137175,7.727870936,47.49533193,0.8643238315,1,29.27653055,1.551488891,Distracted
2.06,51.85316301,0.574886368,0.7949339406,57.91872307,2.185887175,63.18531515,1.35168674,1,27.98159241,1.42620657,Distracted
